croc,overall_rarity,a1,a2,a3,a4,a5,a6,a7,a8,a9,a1_rarity,a2_rarity,a3_rarity,a4_rarity,a5_rarity,a6_rarity,a7_rarity,a8_rarity,a9_rarity
1029,9589524511.52728,0,0,0,2,14,45,13,0,7,85.734,32.673,57.763,4.242,1.361,2.396,10.992,90.92,4.287
1030,1516.39810908238,11,33,8,20,33,12,5,0,29,0.338,1.508,1.339,0.799,3.544,1.485,14.75,90.92,0.394
1031,113322171.103409,0,0,14,28,11,17,7,0,10,85.734,32.673,2.025,1.564,1.969,1.508,11.037,90.92,4.287
1032,27603174.048553,0,37,0,48,16,37,5,0,35,85.734,1.406,57.763,1.26,1.991,0.563,14.75,90.92,2.093
1033,3010787201.95448,0,0,7,0,33,65,13,0,10,85.734,32.673,1.823,20.545,3.544,1.89,10.992,90.92,4.287
1034,9455770814.63891,0,0,0,47,13,3,7,0,25,85.734,32.673,57.763,2.892,6.503,1.181,11.037,90.92,2.622
1035,19394324742.4749,0,0,0,28,6,22,7,0,10,85.734,32.673,57.763,1.564,6.436,2.768,11.037,90.92,4.287
1036,261686292.883731,0,1,0,51,35,2,4,0,20,85.734,2.903,57.763,1.26,4.32,1.44,11.352,90.92,2.25
1037,7373373.25746665,0,24,7,47,10,22,13,0,11,85.734,1.305,1.823,2.892,1.046,2.768,10.992,90.92,4.32
1038,37640065.2400891,15,4,0,25,35,86,1,0,8,1.868,2.599,57.763,2.869,4.32,1.609,18.126,90.92,4.084
1039,115805898.920053,0,0,22,2,26,4,13,0,10,85.734,32.673,1.024,4.242,1.688,1.316,10.992,90.92,4.287
1040,631808240.097453,0,12,0,37,7,24,1,0,3,85.734,2.171,57.763,1.181,4.197,1.384,18.126,90.92,5.198
1041,10203079.5011552,15,42,0,45,7,7,5,0,11,1.868,1.575,57.763,1.226,4.197,2.014,14.75,90.92,4.32
1042,2710568.16274141,0,33,19,58,9,27,5,0,29,85.734,1.508,4.388,1.463,2.847,2.171,14.75,90.92,0.394
1043,85185338.9086197,0,0,14,6,12,52,11,0,18,85.734,32.673,2.025,3.488,3.195,1.856,4.275,90.92,1.868
1044,131929367.561959,0,36,0,47,32,40,9,0,11,85.734,2.419,57.763,2.892,1.159,1.845,4.534,90.92,4.32
1045,44553502.364537,1,0,0,55,7,32,6,0,5,1.958,32.673,57.763,1.283,4.197,2.937,1.766,90.92,4.748
1046,33857480.3685345,0,36,10,47,37,34,4,0,6,85.734,2.419,1.879,2.892,3.488,2.385,11.352,90.92,3.499
1047,420035001.641327,0,14,0,36,25,32,13,0,13,85.734,2.667,57.763,1.114,4.433,2.937,10.992,90.92,2.194
1048,105877194.053049,0,25,26,2,13,10,5,0,4,85.734,1.519,1.89,4.242,6.503,2.734,14.75,90.92,4.253
1049,185324292965.152,0,0,0,0,35,5,1,0,12,85.734,32.673,57.763,20.545,4.32,1.665,18.126,90.92,4.703
1050,596597214.781934,0,6,0,12,6,44,1,0,45,85.734,2.261,57.763,2.104,6.436,2.757,18.126,90.92,0.866
1051,552911927.896987,0,6,0,23,33,62,19,0,8,85.734,2.261,57.763,3.938,3.544,2.655,3.589,90.92,4.084
1052,1732007.93270953,0,0,21,16,6,31,7,6,11,85.734,32.673,1.193,1.103,6.436,1.744,11.037,0.878,4.32
1053,1169507645.66421,0,12,0,22,24,44,1,0,12,85.734,2.171,57.763,0.99,5.142,2.757,18.126,90.92,4.703
1054,114680343.100036,0,22,0,2,30,42,10,0,18,85.734,2.532,57.763,4.242,1.834,1.778,3.893,90.92,1.868
1055,6734211742.15231,0,0,0,43,3,64,19,0,1,85.734,32.673,57.763,2.475,4.32,2.351,3.589,90.92,5.074
1056,241928082510.364,0,0,0,0,6,45,7,0,12,85.734,32.673,57.763,20.545,6.436,2.396,11.037,90.92,4.703
1057,187749849.411905,0,0,18,2,3,0,12,0,11,85.734,32.673,1.373,4.242,4.32,2.667,2.543,90.92,4.32
1058,413708039.764822,0,35,0,52,37,13,13,0,2,85.734,2.802,57.763,1.125,3.488,1.575,10.992,90.92,4.827
1059,8184196.09085679,0,10,23,11,7,49,4,0,5,85.734,1.271,1.26,1.62,4.197,1.789,11.352,90.92,4.748
1060,58651027.2961854,3,38,0,0,3,12,1,0,31,1.564,1.845,57.763,20.545,4.32,1.485,18.126,90.92,1.62
1061,1785.74644926744,0,11,25,19,25,5,14,8,12,85.734,0.383,1.834,0.743,4.433,1.665,2.003,0.574,4.703
1062,184525261.869103,0,37,0,1,35,64,19,0,8,85.734,1.406,57.763,1.958,4.32,2.351,3.589,90.92,4.084
1063,134342016.686499,0,25,0,33,24,4,5,0,51,85.734,1.519,57.763,3.364,5.142,1.316,14.75,90.92,0.585
1064,146506874.417207,0,5,0,2,28,24,1,0,31,85.734,1.271,57.763,4.242,1.485,1.384,18.126,90.92,1.62
1065,50978295.634202,0,4,0,46,11,7,6,0,10,85.734,2.599,57.763,1.451,1.969,2.014,1.766,90.92,4.287
1066,141155230.645153,0,0,17,5,23,27,10,0,2,85.734,32.673,1.856,3.555,2.059,2.171,3.893,90.92,4.827
1067,215402968.110368,0,35,0,1,13,50,19,0,28,85.734,2.802,57.763,1.958,6.503,1.845,3.589,90.92,2.025
1068,290506705.518227,0,0,6,7,12,22,1,0,13,85.734,32.673,1.001,3.24,3.195,2.768,18.126,90.92,2.194
1069,2130410.22162666,7,41,2,0,13,34,1,0,34,0.608,3.297,1.564,20.545,6.503,2.385,18.126,90.92,1.294
1070,962955403.810924,0,22,0,47,7,15,5,0,27,85.734,2.532,57.763,2.892,4.197,2.588,14.75,90.92,1.823
1071,67300985.1508101,0,0,14,7,31,8,11,0,21,85.734,32.673,2.025,3.24,2.183,2.779,4.275,90.92,1.553
1072,1256521725.59349,0,0,24,0,8,1,4,0,5,85.734,32.673,1.913,20.545,5.052,0.461,11.352,90.92,4.748
1073,133968350.625706,0,35,0,2,28,66,10,0,18,85.734,2.802,57.763,4.242,1.485,2.318,3.893,90.92,1.868
1074,1019590.50016506,0,9,15,12,35,12,7,0,28,85.734,0.653,0.664,2.104,4.32,1.485,11.037,90.92,2.025
1075,76983248.8525084,0,8,0,36,8,45,12,0,20,85.734,2.216,57.763,1.114,5.052,2.396,2.543,90.92,2.25
1076,50620062.1932987,0,0,14,22,11,20,5,0,35,85.734,32.673,2.025,0.99,1.969,1.631,14.75,90.92,2.093
1077,14993087.0111112,3,4,0,13,1,9,4,0,6,1.564,2.599,57.763,3.105,3.105,1.834,11.352,90.92,3.499
1078,553428844.339002,0,0,10,48,24,34,5,0,1,85.734,32.673,1.879,1.26,5.142,2.385,14.75,90.92,5.074
1079,183322925.93254,0,35,0,34,33,34,5,0,20,85.734,2.802,57.763,0.518,3.544,2.385,14.75,90.92,2.25
1109,3601901234.69565,0,0,0,34,13,51,13,0,12,85.734,32.673,57.763,0.518,6.503,1.406,10.992,90.92,4.703
1080,191965327.873522,0,4,19,7,7,22,7,0,3,85.734,2.599,4.388,3.24,4.197,2.768,11.037,90.92,5.198
1081,74426585.7898766,0,0,27,42,32,2,5,0,11,85.734,32.673,1.035,2.655,1.159,1.44,14.75,90.92,4.32
1082,1700870.45518438,6,24,6,0,25,32,7,0,1,0.956,1.305,1.001,20.545,4.433,2.937,11.037,90.92,5.074
1083,416982528.752236,19,0,0,0,3,12,4,0,35,0.776,32.673,57.763,20.545,4.32,1.485,11.352,90.92,2.093
1084,4401115896.70787,0,4,0,0,33,24,1,0,14,85.734,2.599,57.763,20.545,3.544,1.384,18.126,90.92,2.059
1085,37538174.9716876,0,1,0,55,30,13,6,0,9,85.734,2.903,57.763,1.283,1.834,1.575,1.766,90.92,4.388
1086,3943242.57506971,0,30,22,32,13,38,5,0,11,85.734,2.509,1.024,0.563,6.503,0.844,14.75,90.92,4.32
1087,2804014.31108003,0,0,18,32,35,38,4,2,3,85.734,32.673,1.373,0.563,4.32,0.844,11.352,6.019,5.198
1088,323654857.390148,0,35,0,25,17,47,11,0,12,85.734,2.802,57.763,2.869,2.16,2.059,4.275,90.92,4.703
1089,2212624497.81391,0,0,0,44,35,15,7,0,16,85.734,32.673,57.763,0.934,4.32,2.588,11.037,90.92,1.305
1090,156651567.744638,0,0,5,42,9,65,7,0,13,85.734,32.673,1.778,2.655,2.847,1.89,11.037,90.92,2.194
1091,51104172.2897127,0,42,0,34,31,0,5,0,31,85.734,1.575,57.763,0.518,2.183,2.667,14.75,90.92,1.62
1092,8051773.15266662,0,29,7,18,35,20,1,0,1,85.734,1.688,1.823,0.518,4.32,1.631,18.126,90.92,5.074
1093,207280362.341499,0,0,22,0,19,50,5,0,33,85.734,32.673,1.024,20.545,1.755,1.845,14.75,90.92,0.81
1094,261905229.118294,0,0,4,29,12,34,9,0,9,85.734,32.673,1.89,3.589,3.195,2.385,4.534,90.92,4.388
1095,7415483.54877454,0,35,16,28,21,53,5,0,11,85.734,2.802,1.553,1.564,2.408,0.911,14.75,90.92,4.32
1096,3095950651.69988,0,0,17,0,12,61,13,0,1,85.734,32.673,1.856,20.545,3.195,1.789,10.992,90.92,5.074
1097,742064.641916023,14,29,0,4,6,26,2,0,27,1.868,1.688,57.763,1.44,6.436,0.833,3.184,90.92,1.823
1098,461848.715528256,0,12,0,10,21,35,9,6,21,85.734,2.171,57.763,1.845,2.408,1.564,4.534,0.878,1.553
1099,601950629.806668,0,25,0,46,25,34,7,0,3,85.734,1.519,57.763,1.451,4.433,2.385,11.037,90.92,5.198
1100,1932076.80074495,6,30,0,11,1,12,13,0,18,0.956,2.509,57.763,1.62,3.105,1.485,10.992,90.92,1.868
1101,410792.055494145,14,4,10,10,22,47,1,0,11,1.868,2.599,1.879,1.845,1.665,2.059,18.126,90.92,4.32
1102,43703584.8547716,14,10,0,0,6,52,7,0,34,1.868,1.271,57.763,20.545,6.436,1.856,11.037,90.92,1.294
1103,1041292444.03826,0,28,0,2,6,50,1,0,21,85.734,1.631,57.763,4.242,6.436,1.845,18.126,90.92,1.553
1104,526635340.52226,0,6,0,7,9,0,13,0,46,85.734,2.261,57.763,3.24,2.847,2.667,10.992,90.92,1.913
1105,3041442703.88378,0,0,0,37,3,51,13,0,25,85.734,32.673,57.763,1.181,4.32,1.406,10.992,90.92,2.622
1106,9320054999.62606,0,0,0,48,25,32,7,0,6,85.734,32.673,57.763,1.26,4.433,2.937,11.037,90.92,3.499
1107,974227720.944608,0,0,25,0,25,45,7,0,45,85.734,32.673,1.834,20.545,4.433,2.396,11.037,90.92,0.866
1108,1163285786.312,0,36,0,7,13,15,9,0,11,85.734,2.419,57.763,3.24,6.503,2.588,4.534,90.92,4.32
1110,366219573.791176,0,0,4,29,9,14,4,0,10,85.734,32.673,1.89,3.589,2.847,1.53,11.352,90.92,4.287
1111,40814517.6995378,0,41,19,42,1,52,1,0,16,85.734,3.297,4.388,2.655,3.105,1.856,18.126,90.92,1.305
1112,222894249.63309,0,43,0,29,4,64,13,0,21,85.734,1.328,57.763,3.589,2.588,2.351,10.992,90.92,1.553
1113,321778045.388354,0,0,12,0,29,7,11,0,4,85.734,32.673,0.506,20.545,3.319,2.014,4.275,90.92,4.253
1114,1242.29846564656,16,26,19,17,18,10,7,2,12,0.18,2.048,4.388,0.27,3.33,2.734,11.037,6.019,4.703
1115,2064214662.44215,0,0,0,50,7,21,11,0,2,85.734,32.673,57.763,1.091,4.197,1.485,4.275,90.92,4.827
1116,276407990.604462,0,0,22,10,37,10,5,0,8,85.734,32.673,1.024,1.845,3.488,2.734,14.75,90.92,4.084
1117,42420262.7438897,0,26,0,50,4,37,7,0,25,85.734,2.048,57.763,1.091,2.588,0.563,11.037,90.92,2.622
1118,1052438567.04963,0,4,0,0,10,51,4,0,25,85.734,2.599,57.763,20.545,1.046,1.406,11.352,90.92,2.622
1119,2543477.18258079,6,4,0,25,12,42,12,0,12,0.956,2.599,57.763,2.869,3.195,1.778,2.543,90.92,4.703
1120,153535.860544212,0,36,13,48,30,29,3,0,4,85.734,2.419,0.304,1.26,1.834,0.574,4.748,90.92,4.253
1121,10474683.2810414,7,30,19,0,7,0,5,0,1,0.608,2.509,4.388,20.545,4.197,2.667,14.75,90.92,5.074
1122,974828375.102093,0,0,11,7,3,64,1,0,6,85.734,32.673,1.834,3.24,4.32,2.351,18.126,90.92,3.499
1123,10841917408.3552,0,1,0,0,6,20,13,0,6,85.734,2.903,57.763,20.545,6.436,1.631,10.992,90.92,3.499
1124,33900701.297125,0,0,25,12,4,9,19,0,28,85.734,32.673,1.834,2.104,2.588,1.834,3.589,90.92,2.025
1125,1504838695.65896,0,7,0,0,2,30,4,0,18,85.734,1.598,57.763,20.545,1.8,2.667,11.352,90.92,1.868
1126,418490322.093828,0,0,14,33,1,64,1,0,27,85.734,32.673,2.025,3.364,3.105,2.351,18.126,90.92,1.823
1127,199779762762.539,0,0,0,0,3,30,7,0,3,85.734,32.673,57.763,20.545,4.32,2.667,11.037,90.92,5.198
1128,4220619.10350524,0,33,19,41,16,24,9,0,3,85.734,1.508,4.388,1.26,1.991,1.384,4.534,90.92,5.198
1129,801440518.798386,0,34,0,46,6,44,5,0,17,85.734,2.003,57.763,1.451,6.436,2.757,14.75,90.92,2.34
1130,5656854394.80377,0,0,0,0,30,24,3,0,21,85.734,32.673,57.763,20.545,1.834,1.384,4.748,90.92,1.553
1131,637713132.88321,0,2,0,2,6,86,7,0,26,85.734,1.778,57.763,4.242,6.436,1.609,11.037,90.92,1.643
1132,41876149.9373076,0,0,26,25,23,39,11,0,4,85.734,32.673,1.89,2.869,2.059,0.81,4.275,90.92,4.253
1133,116061844.68225,0,37,0,5,17,48,13,0,13,85.734,1.406,57.763,3.555,2.16,0.99,10.992,90.92,2.194
1134,2460412.84740598,0,8,26,36,12,11,13,0,9,85.734,2.216,1.89,1.114,3.195,0.439,10.992,90.92,4.388
1135,37377964286.4722,0,0,0,7,24,49,1,0,12,85.734,32.673,57.763,3.24,5.142,1.789,18.126,90.92,4.703
1136,2086720156.00705,0,0,2,0,2,32,13,0,9,85.734,32.673,1.564,20.545,1.8,2.937,10.992,90.92,4.388
1137,103892.691415698,1,35,24,4,1,0,5,0,50,1.958,2.802,1.913,1.44,3.105,2.667,14.75,90.92,0.619
1138,388802942.086341,0,4,3,0,24,5,7,0,2,85.734,2.599,2.048,20.545,5.142,1.665,11.037,90.92,4.827
1139,923376446.9902,0,4,0,0,37,26,12,0,3,85.734,2.599,57.763,20.545,3.488,0.833,2.543,90.92,5.198
1140,2129117834.15291,0,34,0,0,35,42,13,0,22,85.734,2.003,57.763,20.545,4.32,1.778,10.992,90.92,1.361
1141,13407889.6448235,0,38,20,48,25,22,1,0,10,85.734,1.845,0.776,1.26,4.433,2.768,18.126,90.92,4.287
1142,743300275.784185,0,15,0,7,33,18,1,0,14,85.734,1.654,57.763,3.24,3.544,2.329,18.126,90.92,2.059
1143,682436.146410414,14,23,0,15,13,13,1,0,45,1.868,0.641,57.763,0.675,6.503,1.575,18.126,90.92,0.866
1144,14390698.8132842,0,29,5,28,4,34,5,0,11,85.734,1.688,1.778,1.564,2.588,2.385,14.75,90.92,4.32
1145,271678886.66269,0,12,0,33,4,47,19,0,11,85.734,2.171,57.763,3.364,2.588,2.059,3.589,90.92,4.32
1146,10418350202.8257,0,0,0,23,1,0,4,0,46,85.734,32.673,57.763,3.938,3.105,2.667,11.352,90.92,1.913
1147,317959035.770133,0,0,16,28,7,35,1,0,11,85.734,32.673,1.553,1.564,4.197,1.564,18.126,90.92,4.32
1148,221542318.217192,0,14,0,13,26,14,13,0,35,85.734,2.667,57.763,3.105,1.688,1.53,10.992,90.92,2.093
1149,5377279.03445054,0,4,9,46,28,7,5,0,9,85.734,2.599,0.945,1.451,1.485,2.014,14.75,90.92,4.388
1150,299658417.910024,0,43,0,50,29,32,13,0,10,85.734,1.328,57.763,1.091,3.319,2.937,10.992,90.92,4.287
1151,552867531.168894,0,28,0,13,25,65,7,0,25,85.734,1.631,57.763,3.105,4.433,1.89,11.037,90.92,2.622
1152,82097720.4909094,0,14,5,0,5,45,7,0,8,85.734,2.667,1.778,20.545,1.001,2.396,11.037,90.92,4.084
1153,103505.379759754,12,0,8,50,45,64,19,0,5,0.63,32.673,1.339,1.091,0.945,2.351,3.589,90.92,4.748
1154,990.177590667928,14,9,12,2,34,52,14,0,11,1.868,0.653,0.506,4.242,0.259,1.856,2.003,90.92,4.32
1155,68988876.7741971,0,0,18,58,23,8,9,0,3,85.734,32.673,1.373,1.463,2.059,2.779,4.534,90.92,5.198
1156,2602845335.40236,0,0,0,12,12,37,13,0,4,85.734,32.673,57.763,2.104,3.195,0.563,10.992,90.92,4.253
1157,232367653.994526,0,21,0,37,24,40,5,0,12,85.734,0.664,57.763,1.181,5.142,1.845,14.75,90.92,4.703
1158,16333448.604709,0,0,0,0,11,41,2,6,31,85.734,32.673,57.763,20.545,1.969,0.551,3.184,0.878,1.62
1159,18131.7313684058,0,36,17,7,7,13,14,8,46,85.734,2.419,1.856,3.24,4.197,1.575,2.003,0.574,1.913
1160,74341534.1783681,0,22,0,36,6,44,6,0,18,85.734,2.532,57.763,1.114,6.436,2.757,1.766,90.92,1.868
1161,1345097.40687467,14,41,0,18,37,44,2,0,25,1.868,3.297,57.763,0.518,3.488,2.757,3.184,90.92,2.622
1162,2569899375.61595,0,7,0,0,13,34,11,0,25,85.734,1.598,57.763,20.545,6.503,2.385,4.275,90.92,2.622
1163,4584362623.80668,0,0,0,6,8,66,6,0,11,85.734,32.673,57.763,3.488,5.052,2.318,1.766,90.92,4.32
1164,99590653.6138148,0,22,19,13,13,32,3,0,8,85.734,2.532,4.388,3.105,6.503,2.937,4.748,90.92,4.084
1165,11663936.6904627,0,35,8,23,35,22,9,0,18,85.734,2.802,1.339,3.938,4.32,2.768,4.534,90.92,1.868
1166,64370217.7887279,0,35,23,0,23,4,1,0,19,85.734,2.802,1.26,20.545,2.059,1.316,18.126,90.92,2.318
1167,291917.157797224,15,0,3,57,13,84,1,0,3,1.868,32.673,2.048,0.371,6.503,0.113,18.126,90.92,5.198
1168,33902172877.9918,0,0,0,13,12,62,1,0,2,85.734,32.673,57.763,3.105,3.195,2.655,18.126,90.92,4.827
1169,166093459.475504,0,43,0,23,2,52,7,0,46,85.734,1.328,57.763,3.938,1.8,1.856,11.037,90.92,1.913
1170,10889736930.4066,0,0,0,7,30,32,1,0,17,85.734,32.673,57.763,3.24,1.834,2.937,18.126,90.92,2.34
1171,28611054.7317133,0,42,3,42,17,15,5,0,3,85.734,1.575,2.048,2.655,2.16,2.588,14.75,90.92,5.198
1172,6752873333.75148,0,0,0,50,3,66,1,0,19,85.734,32.673,57.763,1.091,4.32,2.318,18.126,90.92,2.318
1173,884196159.060809,0,4,0,51,6,42,7,0,5,85.734,2.599,57.763,1.26,6.436,1.778,11.037,90.92,4.748
1174,165139265.263305,0,0,17,23,3,20,8,0,7,85.734,32.673,1.856,3.938,4.32,1.631,2.937,90.92,4.287
1175,138950196.699526,0,0,18,46,22,32,7,0,1,85.734,32.673,1.373,1.451,1.665,2.937,11.037,90.92,5.074
1176,116414783.724357,0,0,17,29,18,11,7,0,4,85.734,32.673,1.856,3.589,3.33,0.439,11.037,90.92,4.253
1177,59462126.90315,0,19,0,10,17,38,13,0,15,85.734,1.879,57.763,1.845,2.16,0.844,10.992,90.92,1.901
1178,24364039.306159,0,26,0,16,10,19,7,0,10,85.734,2.048,57.763,1.103,1.046,0.484,11.037,90.92,4.287
1179,207089824.845319,0,35,0,10,18,35,10,0,9,85.734,2.802,57.763,1.845,3.33,1.564,3.893,90.92,4.388
1180,10678199.3765551,0,1,8,7,7,25,7,0,19,85.734,2.903,1.339,3.24,4.197,1.013,11.037,90.92,2.318
1181,5337262.38106247,0,22,2,49,7,34,10,0,10,85.734,2.532,1.564,1.035,4.197,2.385,3.893,90.92,4.287
1182,3918445.29519527,0,0,8,16,13,10,1,1,5,85.734,32.673,1.339,1.103,6.503,2.734,18.126,0.619,4.748
1183,222802240.269784,1,2,0,0,3,32,13,0,4,1.958,1.778,57.763,20.545,4.32,2.937,10.992,90.92,4.253
1184,86381170.994045,0,0,24,57,25,32,1,0,28,85.734,32.673,1.913,0.371,4.433,2.937,18.126,90.92,2.025
1185,888200267.105325,0,0,23,5,13,30,13,0,8,85.734,32.673,1.26,3.555,6.503,2.667,10.992,90.92,4.084
1186,691394593.817527,0,28,0,28,6,36,1,0,2,85.734,1.631,57.763,1.564,6.436,1.069,18.126,90.92,4.827
1187,19504667.6382785,6,18,0,0,14,10,7,0,12,0.956,0.979,57.763,20.545,1.361,2.734,11.037,90.92,4.703
1188,35.2336271467554,0,50,0,17,35,81,19,5,43,85.734,0.203,57.763,0.27,4.32,0.068,3.589,0.405,0.304
1189,18193955.0870113,0,0,24,44,35,15,6,0,28,85.734,32.673,1.913,0.934,4.32,2.588,1.766,90.92,2.025
1190,4271.60314297543,0,32,2,40,10,15,4,10,12,85.734,1.238,1.564,0.416,1.046,2.588,11.352,0.428,4.703
1191,109101322.5469,0,43,0,15,22,15,5,0,4,85.734,1.328,57.763,0.675,1.665,2.588,14.75,90.92,4.253
1192,3287704.88761478,0,0,26,51,7,34,14,2,8,85.734,32.673,1.89,1.26,4.197,2.385,2.003,6.019,4.084
1193,186559071.361373,0,12,0,2,5,45,11,0,9,85.734,2.171,57.763,4.242,1.001,2.396,4.275,90.92,4.388
1194,255288267.767002,0,28,0,48,6,9,4,0,14,85.734,1.631,57.763,1.26,6.436,1.834,11.352,90.92,2.059
1195,4594924815.14975,0,0,0,51,24,45,7,0,27,85.734,32.673,57.763,1.26,5.142,2.396,11.037,90.92,1.823
1196,18269445.10142,0,6,25,47,8,66,10,0,7,85.734,2.261,1.834,2.892,5.052,2.318,3.893,90.92,4.287
1197,165455964.382588,0,1,0,7,4,25,8,0,1,85.734,2.903,57.763,3.24,2.588,1.013,2.937,90.92,5.074
1579,892477567.048678,0,0,4,43,33,44,5,0,3,85.734,32.673,1.89,2.475,3.544,2.757,14.75,90.92,5.198
1198,98181979.6609234,0,36,0,42,31,27,2,0,20,85.734,2.419,57.763,2.655,2.183,2.171,3.184,90.92,2.25
1199,34676209.7730907,0,0,19,21,37,13,19,0,23,85.734,32.673,4.388,1.26,3.488,1.575,3.589,90.92,1.249
1200,306611574.468236,0,19,0,47,18,8,2,0,4,85.734,1.879,57.763,2.892,3.33,2.779,3.184,90.92,4.253
1201,10522924706.0918,0,0,0,51,13,50,7,0,10,85.734,32.673,57.763,1.26,6.503,1.845,11.037,90.92,4.287
1202,50761079.1296072,0,0,14,32,24,14,11,0,3,85.734,32.673,2.025,0.563,5.142,1.53,4.275,90.92,5.198
1203,5253795845.38428,0,7,0,0,12,64,7,0,10,85.734,1.598,57.763,20.545,3.195,2.351,11.037,90.92,4.287
1204,116262150.260525,0,0,14,11,35,21,11,0,1,85.734,32.673,2.025,1.62,4.32,1.485,4.275,90.92,5.074
1205,407147435.291591,0,15,0,47,32,18,5,0,5,85.734,1.654,57.763,2.892,1.159,2.329,14.75,90.92,4.748
1206,926822314.840458,0,6,0,42,6,32,4,0,24,85.734,2.261,57.763,2.655,6.436,2.937,11.352,90.92,1.598
1207,5627876.53262487,0,0,21,33,1,4,3,2,10,85.734,32.673,1.193,3.364,3.105,1.316,4.748,6.019,4.287
1208,5859946.19063997,0,0,10,7,4,36,11,2,2,85.734,32.673,1.879,3.24,2.588,1.069,4.275,6.019,4.827
1209,88363.5176524162,0,44,3,44,9,62,2,0,53,85.734,0.405,2.048,0.934,2.847,2.655,3.184,90.92,0.608
1210,136422748.458354,0,31,0,6,28,14,7,0,6,85.734,0.99,57.763,3.488,1.485,1.53,11.037,90.92,3.499
1211,2107432531.90933,0,0,21,0,4,44,7,0,7,85.734,32.673,1.193,20.545,2.588,2.757,11.037,90.92,4.287
1212,641884340.264554,0,0,25,36,13,34,1,0,9,85.734,32.673,1.834,1.114,6.503,2.385,18.126,90.92,4.388
1213,26857272.3167594,0,25,5,1,24,46,7,0,7,85.734,1.519,1.778,1.958,5.142,2.678,11.037,90.92,4.287
1214,89547.2517212029,3,28,0,19,10,44,13,2,10,1.564,1.631,57.763,0.743,1.046,2.757,10.992,6.019,4.287
1215,3648317237.96573,0,0,20,0,7,10,1,0,11,85.734,32.673,0.776,20.545,4.197,2.734,18.126,90.92,4.32
1216,892505777.875681,0,0,0,6,2,10,4,2,12,85.734,32.673,57.763,3.488,1.8,2.734,11.352,6.019,4.703
1217,2672631577.89533,0,34,0,0,6,12,13,0,32,85.734,2.003,57.763,20.545,6.436,1.485,10.992,90.92,1.373
1218,75822764.1752831,0,15,0,9,8,2,12,0,4,85.734,1.654,57.763,1.294,5.052,1.44,2.543,90.92,4.253
1219,13342489.3988259,0,40,0,17,30,49,5,0,7,85.734,0.529,57.763,0.27,1.834,1.789,14.75,90.92,4.287
1220,1841827.80922267,0,16,7,6,5,52,5,0,19,85.734,0.585,1.823,3.488,1.001,1.856,14.75,90.92,2.318
1221,1791497155.40076,0,41,0,42,35,9,7,0,3,85.734,3.297,57.763,2.655,4.32,1.834,11.037,90.92,5.198
1222,3945637207.41121,0,41,0,0,29,31,7,0,28,85.734,3.297,57.763,20.545,3.319,1.744,11.037,90.92,2.025
1223,1006328857.91086,0,4,0,33,6,62,13,0,22,85.734,2.599,57.763,3.364,6.436,2.655,10.992,90.92,1.361
1224,1093422701.39989,0,6,0,23,13,8,13,0,32,85.734,2.261,57.763,3.938,6.503,2.779,10.992,90.92,1.373
1225,69272857.9892035,0,0,14,6,5,65,3,0,7,85.734,32.673,2.025,3.488,1.001,1.89,4.748,90.92,4.287
1226,31560668.3875858,0,0,26,15,6,50,14,0,8,85.734,32.673,1.89,0.675,6.436,1.845,2.003,90.92,4.084
1227,218008817.085437,0,1,0,12,25,32,1,2,1,85.734,2.903,57.763,2.104,4.433,2.937,18.126,6.019,5.074
1228,2165.6721346815,14,33,8,10,36,86,1,0,30,1.868,1.508,1.339,1.845,0.36,1.609,18.126,90.92,0.326
1229,4414766477.90081,0,34,0,0,37,4,7,0,12,85.734,2.003,57.763,20.545,3.488,1.316,11.037,90.92,4.703
1230,99592141.5263347,0,5,19,2,33,30,13,0,3,85.734,1.271,4.388,4.242,3.544,2.667,10.992,90.92,5.198
1231,108841423.657509,0,0,10,6,15,0,2,0,28,85.734,32.673,1.879,3.488,3.792,2.667,3.184,90.92,2.025
1232,1256862362.36171,0,7,0,23,3,62,5,0,25,85.734,1.598,57.763,3.938,4.32,2.655,14.75,90.92,2.622
1233,53741689.9185704,0,27,0,15,12,23,1,0,8,85.734,0.81,57.763,0.675,3.195,0.923,18.126,90.92,4.084
1234,1375749367.10013,0,14,0,2,29,12,4,0,2,85.734,2.667,57.763,4.242,3.319,1.485,11.352,90.92,4.827
1235,199343643.318896,0,32,0,9,25,6,5,0,1,85.734,1.238,57.763,1.294,4.433,0.833,14.75,90.92,5.074
1236,3424762675.27719,0,0,24,0,21,0,7,0,2,85.734,32.673,1.913,20.545,2.408,2.667,11.037,90.92,4.827
1237,29632889.2888864,0,23,0,1,7,31,2,0,20,85.734,0.641,57.763,1.958,4.197,1.744,3.184,90.92,2.25
1238,30128395.742158,7,0,18,0,25,46,4,0,9,0.608,32.673,1.373,20.545,4.433,2.678,11.352,90.92,4.388
1239,92180982.7156836,0,37,0,25,16,30,7,0,45,85.734,1.406,57.763,2.869,1.991,2.667,11.037,90.92,0.866
1240,16006763.8338404,0,22,2,12,13,19,1,0,11,85.734,2.532,1.564,2.104,6.503,0.484,18.126,90.92,4.32
1241,6076727.28923141,0,12,0,47,26,10,13,6,9,85.734,2.171,57.763,2.892,1.688,2.734,10.992,0.878,4.388
1242,720619.530964959,1,2,0,6,29,37,8,0,14,1.958,1.778,57.763,3.488,3.319,0.563,2.937,90.92,2.059
